Klinik;Nutzername;Local Guide;Anzahl geschriebener Rezensionen;Erfahrungsbericht;Sterne;Datum der Rezension;Likes;Antwort;Datum der Antwort;URL;Extraktionsdatum
Klinikum Oldenburg AöR  ;elke wormuth;Nein;2 Rezensionen;Die Wartezeiten sind extrem lang 4 Stunde für eine kleine Behandlung; 2 Sterne ;vor 4 Jahren;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Thomas G.;Ja;87 Rezensionen;Bislang wurden wir immer sehr freundlich behandelt. Die Wartezeiten waren sehr angemessen und bei der Geburt unseres Kindes waren alle Mitarbeiter trotz des großen Andrangs sehr sehr ruhig, freundlich und sehr professionell. Wir haben uns sehr wohl gefühlt.; 5 Sterne ;vor 4 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Caroline Banditt;Ja;51 Rezensionen;Am 20.1. wurde unsere Tochter in Kreyenbrück geboren. Sowohl im Kreißsaal, als auch auf der Wöchnerinnenstation, wurden wir herzlich und liebevoll umsorgt. Ob Ärzte, Hebammen oder Schwestern, wir haben uns rundum wohl und ernst genommen gefühlt. Ein riesiges Dankeschön für eine großartige Betreuung. Ihr seid toll!; 5 Sterne ;vor 4 Jahren;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Yvonne Bruns;Ja;48 Rezensionen;Ich bin mehr als verärgert. Mein vater wurde am 26.12 in die klinik gebracht mit einem herzinfark. Oberarzt mit 35 jahren erfahrung hat ihn operiert. Angeblich gab es irgendwelche komplikationen. Am 5.1. Ist mein vater verstorben. Wir haben leider nie einen termin beim oberarzt bekommen noch hat man uns gesagt was genau passiert ist. Auf nachfragen von uns sagte man immer das der oberarzt im op ist oder grade das haus verlassen hat. Selbst bei der Sekretärin gab es angeblich keinen termin. Unser Hausarzt bekommt nach 4 wochen noch nicht mal die unterlagen vom kh. Er hat mehrfach angerufen und die Berichte angefordert. Wird immer wieder vertröstet. Langsam aber sicher  macht man sich seine gedanken; 1 Stern ;vor 4 Jahren;10;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Loice Hove;Nein;Keine Angabe;Kein Text; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Zelaron;Ja;19 Rezensionen;Super Professionell und Angenehme Behandlung.Nur das Personal könnte zuverlässiger und Netter sein.; 4 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Torben;Nein;16 Rezensionen;Kein Text; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Gabriele Adamoschek;Nein;11 Rezensionen;Mein Mann wurde mit einem Leberschaden und Nierenschaden eingeliefert und weil er Geistig durch eine Amonjack steigerung im Blud und Zucker  wie ein Kind war und nicht mal mehr laufen konnte um 9 Uhr morgens mit Krankentransport eingeliefert. Um 18 Uhr   gleicher Tag!!! hat man ihn unverichteter Dinge  wieder nach hause geschiekt, kaum untersuchungen.Mit der Begründung  einer Klinig von unserem Ord, es sei ja immer  so und man solle doch in eine andere Klinig gehen. Ich kann die Klinig nicht empehlen, kein Krankenbericht  nichtz..Mein Mann kamm hier an und konnte  kaum reden und Laufen auch nicht.; 1 Stern ;vor 4 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Manfred Tetzlaff;Nein;18 Rezensionen;Es wird jeden gut geholfen; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Milena Dedekind;Nein;8 Rezensionen;Kein Text; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Alexander Korb;Ja;163 Rezensionen;Kein Text; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Holger Düttmann;Ja;139 Rezensionen;Gynäkologie Abteilung, nette Ärztin, schnelle Behandlung.; 4 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Anja Meibohm;Nein;4 Rezensionen;Volle Punktzahl bis jetzt👍 Habe heute meinen Mann in die Notaufnahme gebracht und Er wurde auch stationär aufgenommen . Alle super nett und zuvorkommend! Haben sich gleich gekümmert,  waren eine Stunde zuvor im grossen Krankenhaus Del. Katastrophe sage ich nur👺 sind so weiterverwiesen worden! ...Der Weg nach Oldenburg hat sich 10x gelohnt !; 5 Sterne ;vor 4 Jahren;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Reini Simm;Nein;3 Rezensionen;"1997-1.Stent mit 60.2007 2.Stent.juni 2016 3 Stents.August 2016 weitere
sehr komplizierte OP mit 5 Stents.Alles bestens!!!Medizinisch wie Pflege
ohne ein Problem.Im Gegenteil!!Immer wieder, von mir empfehlenswert!!"; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Стоян Тодоров;Nein;11 Rezensionen;Kein Text; 4 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Michel Jung (brakelman124);Nein;Keine Angabe;Kein Text; 5 Sterne ;vor 4 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Manuela Schröder;Nein;5 Rezensionen;"Meine Mutter wurde in das KH zu einer Herzkathederuntersuchung bestellt. Ins gesamt war sie 3 Mal da, drangekommen ist sie nie. Die Untersuchungen fanden statt, Blutverdünner gab es auch. Nach jeweils ca. 6 Stunden Wartezeit wurde sie wieder nach Hause geschickt. Die Klinik lässt also Patieten, die vorher unnötig mit Blutverdünner vollgepumpt wurden, so wieder nach Hause. Wer  trägt das Risiko bei Verletzungen, die schuldlos verursacht werden können, z. B. Unfall durch passive Teilnahem am Strassenverkehr?

Bei letzten Termin wurden zusätzlich zu meiner Mutter 3 weitere Herzkathederpatienten nach Hause geschickt. Man könnte den Eindruck haben, dass Patienten für diese Art der Untertsuchung wahllos einbestellt werden und dann ""bearbeitet"" werden, wenn es nichts wichtigeres gibt. Als Mensch ist man dann so eine Art Lückenfüller und dient dazu, der Klinik doch noch Einnahmen zu generieren und damit sich das Personal nicht langweilt. Als Kassenpatient scheint man nach den Privatpatienten und den vielen Neubürgern, nur noch ein Mensch 3. Klasse zu sein.
Nicht zu empfohlen, offenbar kommt Profit vor dem Patientenwohl"; 1 Stern ;vor 4 Jahren;7;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;sebastian Malinois;Nein;7 Rezensionen;Einfach nicht zu empfehlen sehr leichtfertiger Umgang dort mit Patienten.; 1 Stern ;vor 5 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Theo Schwartekopp;Nein;3 Rezensionen;Kein Text; 4 Sterne ;vor 5 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Monika Bokern;Nein;1 Rezension;Die sind sehr nett ..und auch hilfreich; 5 Sterne ;vor 5 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Ein Google-Nutzer;Ja;178 Rezensionen;Ich kann mich nicht beschweren. Egal auf welcher Station, das Pflegepersonal ist sehr nett und gibt sich, auch bei Personalmangel, alle Mühe.; 4 Sterne ;vor 5 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Herbert Weller;Nein;2 Rezensionen;Sehr Kompetent und Freundlich; 5 Sterne ;vor 5 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Brigitte Meyer;Nein;Keine Angabe;Kein Text; 5 Sterne ;vor 5 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Julian Xaver;Nein;1 Rezension;Kein Text; 5 Sterne ;vor 5 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Aimee Eike;Nein;Keine Angabe;Kein Text; 5 Sterne ;vor 5 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;MrsCroatia Bella;Nein;2 Rezensionen;Kinderkrankenhaus echt unfreundlich die pfleger und schwestern wirklich unverschämt ich bin enttäuscht; 2 Sterne ;vor 6 Jahren;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Rosalinde Spin;Nein;1 Rezension;Sehr gut; 5 Sterne ;vor 6 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Nano Tahiri;Nein;1 Rezension;Voll fett; 5 Sterne ;vor 6 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Burkhard Menzel;Nein;1 Rezension;Sehr gutes Krankenhaus.; 5 Sterne ;vor 6 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Klinikum Oldenburg AöR  ;Michael Nevries;Nein;Keine Angabe;Kein Text; 4 Sterne ;vor 8 Jahren;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Klinikum+Oldenburg+A%C3%B6R/@53.1118774,8.216523,15z/data=!4m2!3m1!1s0x0:0x9e1fcd8b538e9712?sa=X&ved=2ahUKEwibquGh9PDuAhUlMuwKHS15BNgQ_BIwDXoECBoQBQ;1062021
Pius-Hospital Oldenburg  ;Anni Tholen;Ja;97 Rezensionen;Volle 5 Sterne für Herr Butape aus der Gynäkologie. Kam als Notfall her und wurde super betreut.  Wirklich vielen Dank für diese  schnelle und professionelle Hilfe!; 5 Sterne ;vor 3 Tagen;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Günny deluxe;Nein;29 Rezensionen;Meine Oma verstarb im Januar auf der Gefäßchirurgie. Ich möchte mich bedanken, für die Möglichkeit der würdevollen Abschiednahme. Wir waren immer sehr zufrieden mit dem Pius Hospital.; 5 Sterne ;vor einer Woche;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Korrekte cassis;Ja;21 Rezensionen;"Unfassbar unfreundliche und arrogante Empfangsdame in der Orthopädie! Wurde nie so herablassend behandelt weshalb es definitiv mein letzter Besuch in der Ortopädie war.
Ich war auf T-Shirt. Und es regnete. Aber ich sollte noch die 10 Minuten draußen warten bis zu meinem Termin.
Ich wartete 3 Monate auf meinen Termin.
Gestern bekam ich spontan ein Impftermin und musste meine Karte beim Hausarzt lassen so dass ich keine Krankenkarte dabei hatte.
Ich solle mir ein neuen Termin machen.Keine Karte.Kein Einlass.Trotz Überweisung und dem Versprechen sie morgen nachzureichen.
Schmerzen sind da völlig egal.
Unmöglich diese Entwicklung....
Und die Dame hat definitiv ihren Beruf verfehlt!"; 1 Stern ;vor 3 Wochen;2;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Hans-Jürgen Hoffmann;Nein;1 Rezension;"VIELEN DANK! An einem Sonntagnachmittag in der Notaufnahme freundlich  aufgenommen worden. In entspannter und netter Atmosphäre eine kleine ""2-Finger-Reparatur"" gut überstanden. ""Daumen hoch"" für die Ärztin Frau Korac und   für den Pfleger Herr Menke."; 5 Sterne ;vor einem Monat;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;frambuesa No;Nein;3 Rezensionen;"Ich war auf der gynäkologischen Station, um endlich herauszufinden, warum ich seit acht Jahren(!) während meiner Periode an so starken Schmerzen leide, dass ich mich regelmäßig übergeben musste, bis zum Kreislaufzusammenbruch. Etliche Frauenärzte haben mich mehrmals untersucht und haben mich immer weggeschickt, meinten ich wäre gesund und lediglich ""extrem schmerzempfindlich"". Die einzige Lösung der Frauenärzte war, mich jahrelang die Pille durchnehmen zu lassen, was ich,aufgrund der Risiken und Nebenwirkungen, verneint habe. Acht Jahre später bin dann selbst auf die Krankheit ""Endometriose"" gestoßen. Meine Frauenärzte haben mich wieder belächelnd zur Seite geschoben und ich wurde selbst aktiv und habe mich in das Pius Hospital einliefern lassen und das war die beste Entscheidung jemals!!
Ich möchte mich von ganzem Herzen bei den Ärzten bedanken!!! Ihr habt mich verständnisvoll, liebevoll und absolut kompetent behandelt. So arrangierte Ärzte hab ich zuvor noch nie kennengelernt. Unendlichen Dank dafür!! Ohne euch, hätte ich wohl nie von meinen Krankheiten erfahren. Ich kann euch nicht genug danken! Ebenfalls ein riesen Lob und endloses Dankeschön an das Personal auf der Station 2C! Ihr begegnet den Menschen mit so viel Würde, Respekt, Liebe und Hilfsbereitschaft, auch das kannte ich vorher noch nicht so ausgeprägt! Ich habe mich sehr wohl gefühlt und werde euch immer weiterempfehlen! Ich hoffe, ihr könnt noch vielen weiteren Frauen dabei helfen, endlich Klarheit zu verschaffen. Noch einmal, vielen lieben Dank für alles!!!"; 5 Sterne ;vor einem Monat;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Barbara Fecker;Nein;7 Rezensionen;Schwestern und Ärzte sehr freundlich ,die Schwestern sehr hilfsbereit und zuverlässig; 5 Sterne ;vor einem Monat;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Elke Horn;Nein;1 Rezension;Ein sehr kompetentes und freundliches  Ärzte- sowie medizinische Team!!!; 5 Sterne ;vor einem Monat;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Jan;Ja;22 Rezensionen;"Sehr geehrtes Pius Team,

das war mein bester und schönster Krankenhaus Aufenthalt den ich je hatte.  Die Pfleger/in  der Station 4C und auch die Ärzte haben sich jede Zeit genommen und über alles aufgeklärt.

Das Essen war super und ausreichend.
Wenn man Mal mehr Kaffee wollte wurde da nicht drauf geguckt wie viel steht einem zu.

Vor und nach einer OP habe ich noch nie soviel gelacht.

Ein Dank geht an den Dr. Dunai und seinem Team die mein Problem von der ersten Sekunde ernstgenommen und die OP durchgeführt haben.

Vielen Dank und weiter so

Mit freundlichen Grüßen

Jan Stuhlmacher"; 5 Sterne ;vor 2 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Albert Schlepers;Ja;48 Rezensionen;Sehr zweifelhafte Aktionen die da abgehen!  Wusste gar nicht das es in Deutschland möglich ist, Menschen die wegen einer Thrombose im Bein schmerzen haben immer wieder, nun seid 4 Monaten die OP zu verweigern, ANGEBLICH WEGEN CORONA!  Das bedeutet also  Patienten mit Schmerzen und Thrombosen, die gefährlich sein sollen, wird die OP verweigert, damit man die Betten Frei hält für die CORONA Patienten die EHH nicht kommen!   ARMES DEUTSCHLAND; 1 Stern ;vor 2 Monaten;3;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Katerina Tounousidi;Nein;1 Rezension;Kein Text; 5 Sterne ;vor 2 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Mayk Bruns;Nein;3 Rezensionen;6 Stunden Aufenthalt für eine Kontrolle?!? Na klar gibt es Notfälle.; 1 Stern ;vor 2 Monaten;1;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Roland Stephan;Nein;7 Rezensionen;Nach OP am OSG und an der ruptierten Achillessehne möchte ich mich bei Ärzten PflegerInnnen der Station 4C bedanken. Von der Aufnahme, OP- Vorbereitung, OP, Aufwachstation bishin  zur Pflege auf der Station war  alles zur besten Zufriedenheit. Ich habe mich jederzeit wohl gefühlt. Alles ist überaus professionell organisiert. Kaum Wartezeiten, Freundlichkeit und vor allem eine sehr angenehme Atmosphäre sind mir in angenehmer Erinnerung. Nochmals danke für die für alles und großes Lob an die Küche.; 5 Sterne ;vor 3 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
Pius-Hospital Oldenburg  ;Ich711;Nein;55 Rezensionen;War heute mit meinem 1 jährigen Sohn dort in der Notaufnahme. Die Schwestern (Birgit und ???) waren super lieb. Die Behandlung verlief auch gut. Die Ärztin sollte  jedoch noch etwas an ihrer Feinfühligkeit für so kleine Patienten arbeiten. Die Weinen halt auch manchmal 5 Minuten länger.; 4 Sterne ;vor 3 Monaten;0;Keine Antwort;Kein Datum;https://www.google.com/maps/place/Pius-Hospital+Oldenburg/@53.1436979,8.2104858,15z/data=!4m2!3m1!1s0x0:0x6b8abb566b25a4ba?sa=X&ved=2ahUKEwi_pMOn9PDuAhWCraQKHeQDA3QQ_BIwFnoECCQQBQ;1062021
